Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
"Data Scientist, Geospatial",Spirit Airlines,"2889 N Commerce Pkwy, Miramar, FL 33025",Onsite,Full-time,Full-time,"Responsibilities:
We are a team of data scientists and data engineers building and supporting Analytic Solutions for Spirit Airlines.
This position is responsible for enabling Spirit to leverage Airline & Customer data to generate actionable intelligence, improve decision making, drive innovation, and unlock new business insights. Specifically, this data will include time-series (aircraft, crew, and other IoT), structured (relational data stores), and unstructured (text and multi-media) data. The candidate will work in a collaborative research and development environment focusing on developing statistical, machine learning, and deep learning models to solve various business problems including revenue management, air safety & airplane maintenance, crew management, fuel optimization, in-flight food supply, fraud detection, flight management.

The ideal candidate will closely collaborate with various internal stakeholders, data engineers, project/program managers, and other teams to turn data into critical information to inform decision making. This requires understanding business needs, providing and receiving regular feedback, and planning the proper transfer of developed solutions. Validate findings with the business by sharing analysis outputs in a way that can be understood by business stakeholders.

Work effectively with remote leadership and collaborate with global teams.
Architect of end-to-end data science applications on modern data processing technology stack (e.g., Azure)
Ability to translate executive and analytics leaders’ vision and guidance into methods and analytics. Strong time management and presentation skills.
May perform other responsibilities as assigned. Responsibilities and duties may change when circumstances dictate (e.g., emergencies change in workload, rush jobs or technical developments).
Qualifications:
Bachelor’s degree in a Quantitative discipline (e.g., Geomatic Engineering, Geography, Environmental Engineering, Statistics).
1-3 years’ experience in geography, statistic and data science
Solid understanding of relevant theories in machine learning, statistics, probability theory, and algorithms.
Experience with cloud computing (Azure in particular) and distributed systems
Plan, execute and direct cloud-based parallel processing work-flows built using python, GDAL, ArcPy, PostgreSQL, ArcGIS, QGIS, and R.
Analyze raster and vector data at scale to improve model accuracy, identify quality control issues, and develop suggested remedies for identified issues.
Knowledge of environmental spatial datasets, including satellite imagery, topography, weather, soil and climate model output.
Knowledge of Geospatial Dashboard such as Operation Dashboard and PowerBI.
Expertise with database querying and aggregation, particularly with SQL.
Good knowledge on analytics algorithms and statistical concepts including multi-variate, computational statistics and matrix algebra.
Experience processing geospatial data including Georeferencing, orthorectifying and mosaicking imagery, re-projecting, routing.
Familiarity with products from different missions and vendors (Landsat, Sentinel, WorldView, Planet, etc.)
Experience with SAR and inSAR data.
Deep Learning and Computer Vision is a Plus
No travel required
Exerts up to 10 lbs. of force occasionally and/or a negligible amount of force frequently or constantly to lift, carry, push, pull, or otherwise move objects, including the human body. involves sitting most of the time but may involve walking or standing for brief periods of time.
100% On-site
*Please be advised that you will be asked to complete a required assessment to be considered for this position. This assessment will be emailed to you after you apply. Please be sure to check your Spam folder and/or junk mail if you do not receive it. *

We offer a competitive salary and comprehensive benefits to our team members including medical, dental, STD, LTD, life insurance, 401(k), paid time off, travel benefits and much more. We strive to maintain a professional, yet friendly environment and promote professional and career development for our Team Members.

Overview:
At Spirit, our mission is to deliver the best value in the sky and be the most successful airline on Earth! We are leaders in providing customizable travel options and make it possible for our Guests to venture further and discover more than ever before by serving destinations throughout the U.S., Latin America, and the Caribbean! Imagine making your mark on an organization introducing 100’s of new aircraft that will double our fleet!
Fly With A Winner: We are proud to be recognized by Forbes as one of America’s Best Employers for Diversity 2022 and by LinkedIn as a Top Company in the Travel & Hospitality industry. Our constant growth and improvement means boundless career opportunities. Team Members develop their careers rapidly while building key skills that drive long-term success.
The Giving Spirit: We are committed to inspiring positive change in the cities where we work and live. That starts with giving back through Corporate Social Responsibility and The Spirit Airlines Charitable Foundation.
Be Yourself: We want Team Members to feel empowered to bring their whole self to work and contribute to our success – that’s why we’re committed to building progress in the areas of Diversity, Equity, Inclusion and Belonging. Our Spirit Family is strong, not despite our differences, but because of them.
Travel The World: We offer competitive base salaries with robust health & welfare benefits, including travel & flight benefits for you and your family.
EEOC Statement:
Spirit Airlines is an Equal Employment Opportunity employer. All aspects of employment are governed on the basis of merit, competence and qualifications without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity or any other category protected by federal, state, or local law.",Data science,Software Development
Data Scientist,The Daily Beast,"New York, NY 10011",Remote,"$115,000 - $135,000 ",r,"Location: The data team team is New York City-based with a flexible work from home policy. This position can also be fully remote within the US, with a preference towards individuals residing in the Eastern Time Zone.
Company Description
The Daily Beast delivers award-winning original reporting and sharp opinion from big personalities in the arenas of politics, pop-culture, world news, and more. Fiercely independent and armed with irreverent intelligence, we now reach more than 20 million readers per month. We are based in New York and are an operating business of IAC.
Overview:
The Daily Beast is seeking a highly skilled and experienced data scientist to join our data team. The data team at The Daily Beast plays a critical role, owning both our end-to-end data strategy and providing strategic insights to the newsroom, executive, and business teams (product, subscription, affiliate, revenue operations, display advertising and more). Major initiatives from the past year include machine learning-led user scoring model, data-driven transition from membership to subscription, and strategic development of new areas for editorial expansion.
The ideal candidate will be at the center of all this, developing models, crafting test designs, and collecting, analyzing, and interpreting complex data sets to identify trends, patterns, and insights that can inform business decisions and drive growth. This individual will also oversee potential new projects and data products to apply more advanced statistical and machine learning techniques to, helping further advance The Daily Beast's business goals.
Responsibilities:
Develop and maintain data models and tools that enable the data team to analyze large data sets and extract valuable insights.
Use your data crunching, statistical, and machine learning skills to contribute to high-impact projects affecting company revenue and product initiatives.
Analyze and visualize data to effectively communicate insights, trends, and recommendations to both technical and non-technical audiences.
Collaborate closely with cross-functional teams, including product, editorial, sales, consumer revenue (subscription and e-commerce), marketing, and engineering, to drive business outcomes.
Stay up-to-date on industry trends and advancements in data science to drive continuous improvement in data-driven decision-making.
Qualifications:
Bachelor's or master's degree in computer science, statistics, mathematics, or a related field.
Minimum of 3-5 years of experience in a data science role.
Strong proficiency in SQL, Python, R, and/or other data analysis tools.
An understanding of statistics, machine learning techniques, and data wrangling methodologies.
Experience working with large and complex data sets.
Familiarity with the AWS data stack
Expertise in data visualization techniques and software such as Tableau, Looker, Data Studio, etc.
Strong communication skills with the ability to effectively present data and insights to both technical and non-technical audiences.
Ability to work independently as well as part of a data team in a fast-paced and dynamic environment.
Prior experience working in the media or advertising industry is a plus.
Why Work Here
The Daily Beast is a globally recognized publication at IAC HQ in New York City. As a part of IAC, we are able to offer best-in-class benefits.
Flexible vacation & sick leave (for exempt and non-guild employees)
Hybrid working model with flexibility for remote work
Comprehensive, employer-subsidized insurance plans
Pre-tax commuter benefits
401(k) matching
Tuition reimbursement
Stocked kitchens with snacks and drinks
Free Daily Beast subscription
Your well being is our priority:
Teledoc and One Medical memberships
A vibrant, collaborative, and supportive culture (we celebrate and have fun!)
We support our parents at all points on their journeys:
Generous paid parental leave
Free, premium, unlimited access to Care.com for your ongoing care needs: children, seniors, pets, home, and more
Care@Work Backup Care for Children: Access to subsidized, in-home (or in-center) care for your children up to 10 days per year
The pay range for this position is: $115,000 to $135,000. The base salary range represents the anticipated low and high end of the salary range for this position. Actual salaries may vary and may be above or below the range based on various factors including but not limited to work location, experience, performance and other factors. The range listed is just one component of The Daily Beast's total compensation package for employees. The Daily Beast provides a variety of benefits to employees, including health insurance coverage, life and disability insurance, 401K employer matching program, paid holidays, and paid time off (PTO).
Additional Information
Don't meet every single requirement listed here? Studies have shown that women and people of color are less likely to apply to jobs unless they meet each and every qualification. We are dedicated to building a diverse and inclusive workplace, so if you're interested in joining the Beast but your past experience doesn't align perfectly with this job description, we encourage you to give it a shot all the same. It might turn out that you're just the right candidate for this or other roles. See more about our commitment to diversity at https://www.thedailybeast.com/company/diversity
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Data science,Software Development
AI Business Analyst,"Roots Automation, Inc.",Remote,Onsite,"$90,000 - $115,000 ",r,"AI Business Analyst
Roots Automation is seeking a business analyst who is interested in helping customers successfully onboard and maintain Digital Coworkers. The ideal candidate is adept at Process Design (Lean/Six Sigma, etc.), Requirement Gathering and Project Management (identifying risks, managing deliverables and testing) and Stakeholder Management.
As a startup, Roots Automation offers a high-paced environment with ample growth and learning opportunities across multiple disciplines. The role will directly interact with customers (SMEs/Business Process Owners), Engineering (AI, Automation & Cloud) and Senior Management.
This role will develop process-specific automation solutions as well as play a key role in improving and developing the as-a-service automation framework Roots provides our customers.
Key Responsibilities of the Role:
Translate business requirements into technical requirements
Lead current state process review sessions with stakeholders to understand baseline
requirements and updates needed for the future state
Create user stories and requirement documentation to ensure alignment between Roots and
our customers
Collaborate with a Project Manager and Engineering during the training, testing, and deploying
of digital coworkers
Qualifications:
Experience analyzing and documenting processes for automation preferred
Exceptional business analytical, interpersonal and stakeholder management skills
Track record of following through on commitments
Tableau, Jira, and Confluence experience are preferred
4 years of experience preferred",Data science,Software Development
Data Scientist,SCFF LLC,"New York, NY 10001",Hybrid remote,"$150,000 - $180,000 ",r - Full-time,"We are seeking a highly skilled and experienced Data Scientist with strong SQL skills, machine learning, and big data experience to join our client's team. The ideal candidate should have 2-3 years of experience in the financial or health industry and should be passionate about using data to drive business decisions. The successful candidate will be responsible for developing, implementing, and maintaining data-driven solutions and strategies that can help drive business decisions.
Key Responsibilities:
Collect and analyze large, complex datasets using SQL, statistical and machine learning techniques to identify trends and patterns.
Develop predictive models and algorithms to support business decisions.
Work with cross-functional teams to identify opportunities for data-driven solutions and strategies.
Collaborate with business stakeholders to understand their needs and requirements and develop customized analytical solutions.
Present insights and recommendations to senior management and other stakeholders.
Continuously monitor and improve the quality and accuracy of data in a big data environment.
Requirements
Bachelor's or Master's degree in a relevant field such as Computer Science, Statistics, Mathematics, Finance, Health Informatics, or related field.
2-3 years of experience in data science or related field, with a focus on the financial or health industry.
Strong proficiency in SQL for data extraction and manipulation.
Experience with machine learning techniques and big data tools such as Hadoop, Spark, or similar.
Proficiency in programming languages such as Python or R.
Strong problem-solving skills and attention to detail.
Excellent communication and presentation skills.
Ability to work independently and in a team environment.
*
If you meet these qualifications and are passionate about using data to drive business decisions in the financial or health industry, we encourage you to apply for this exciting opportunity
Job Type: Full-time
Salary: $150,000.00 - $180,000.00 per year
Benefits:
401(k)
Health insurance
Schedule:
8 hour shift
Work Location: Hybrid remote in New York, NY 10001

Health insurance",Data science,Software Development
Remote Senior Data Analyst,Trilogy Federal,Remote,Onsite,"$90,000 - $100,000 ",r - Full-time,"Trilogy Federal provides financial management, Software Development (IT) consulting, program management services, and strategic consulting to federal agencies. Trilogy has an extensive history helping federal clients achieve their most ambitious business modernization and optimization goals with the ability to deliver targeted subject matter expertise and full life cycle support.
Trilogy is seeking a remote Senior Data Analyst to support one of our federal clients. The chosen candidate will derive insight and understanding from large data sets through data visualization, building informative reports / dashboards, application of statistical methods, and deep investigation.
Primary Responsibilities:
Participate as an active member of the scrum team, providing input to team velocity and sprint ceremonies, planning, demonstrations, and retrospectives
Design and code high quality deliverables adhering to standards and design principles
Produce quality and timely deliverables
Derive insight and understanding from large data sets through data visualization
Build informative reports / dashboards, application of statistical methods, and deep investigation.
Support root cause analysis and resolution for complex issues regarding performance, scaling, and custom configuration.
Use advanced data visualization knowledge to effectively tell a story and drive action by presenting information, defining and designing KPI based dashboards / reports that summarize customer insights and highlight “hot spots” for the customer.
Work with Data Engineers, Data Architects, and Data Scientists to define back-end requirements for data products (aggregations, materialized views, tables – visualization).
Conduct data investigations to discover correlations / trends and aptly explain variances.
Collaborate with internal and external customers to develop an analytics portfolio consistent with the vision and goals of our stakeholders.
Works with Data Engineers, Data Architects, and Data Scientists, to define back-end requirements for data products (aggregations, materialized views, tables – visualization).
Works independently and attends meetings and workshops to present on project work.
Minimum Qualifications:
Master’s Degree and 3 years of relevant experience OR a Bachelor’s and 9 years of relevant experience.
The ability to obtain a Public Trust Clearance
Proficient in the use of Microsoft Power BI.
Knowledge in SQL programming skills with an understanding of database capabilities.
Preferred Qualifications:
Experience with an enterprise environment.
Benefits (including but not limited to):
Health, dental, and vision plans
Optional FSA
Safe Harbor 401(k) with employer contributions 100% vested from day 1
Paid time off and 11 paid holidays
No cost group term life/AD&D plan, and optional supplemental coverage
Pet insurance
Monthly phone and internet stipend
Tuition and training reimbursement
$90,000 - $100,000 a year
This range is not a guarantee of compensation or salary, as Trilogy Federal conducts an individual equity review for every candidate based on experience, location, education, industry experience, and comparisons to internal pay bands. In addition to salary, Trilogy offers robust benefits including medical/dental/vision insurance coverage, 401(k) match, paid holidays, paid time off, tuition reimbursement, and a very supportive work/life balance.
Trilogy Federal is an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.
Job Type: Full-time
Pay: $90,000.00 - $100,000.00 per year
Benefits:
401(k) matching
Dental insurance
Dependent health insurance coverage
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid holidays
Paid time off
Tuition reimbursement
Vision insurance
Work from home
Compensation package:
Yearly pay
Experience level:
3 years
9 years
Schedule:
8 hour shift
Monday to Friday
Work Location: Remote

Health insurance",Data science,Software Development
Data Scientist,FCA,Michigan,Remote,N,r - Full-time,"Your Mission:
The Global Analytics & Data Products Team is looking for a Data Scientist. As a key member of the Data Science Team, your mission is to put science into decision making.

Priorities can change in a fast-paced environment like ours, so this role includes, but is not limited to the following responsibilities:

Partner with cross-functional teams to prioritize domain use cases for customer engagement and monetization

Develop novel research to deduce and draw conclusions from behavioral data to directly influence development

Design, analyze and graduate experiments within your domain assignments

Provide technical leadership to data scientists with a wide range of backgrounds through code reviews

Democratize and socialize learning by centralizing learning in a internal repository and external blog

Understand stakeholder needs and educate partners on the formulation of research questions and methodologies

Evangelize our data science practice within the company to increase research utilization and recruit new talent

Top Performers will be able to demonstrate:
Successful influencing of non-technical peers and leadership to deliver substantive change

Measurable consumer engagement impact through analysis, statistical models or products built

Measurable revenue impact through analysis, statistical models or products built

Measurable consumer experience impact through analysis, statistical models or products built

Qualitative and quantitative deductions from experimentation that lead to product optimization

Your Platform,

A truly global company, we have headquarters in Amsterdam, Paris, Turin, and Auburn Hills. We also have technology hubs on the east and west coast of the United States, in South America and India. These locations are the nerve center of our company, where the best ideas combine with unrivalled rigor to create the biggest and best automotive experiences in the world.

Our World

Great mobility solutions start with great people! This is an exciting time to join us!

Stellantis is a leading global mobility player guided by a clear mission: to provide freedom of movement for all through distinctive, appealing, affordable and sustainable mobility solutions. Our Company's strength lies in the breadth of our iconic brand portfolio, the diversity and passion of our 300,000 people, and our deep roots in the communities in which we operate.

In this new era of mobility, our portfolio of brands is uniquely positioned to offer distinctive and sustainable solutions to meet the evolving needs of customers, as they embrace electrification, connectivity, autonomous driving and shared ownership. Founded by visionaries who infused them with passion and competitive spirit, these brands have made automotive history for more than a century and continue to speak to customers and inspire our employees today.

The driving force behind us is the diverse and talented group of men and women around the world who bring their passion and experience to their work every day. And while we are a truly global organization, we remain deeply rooted in the communities in which we operate, and our people live and work.

EOE/Disability/Veteran

Basic Qualifications:
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering or related degree field

1 year or more of experience in advanced analytics / data science

Strong technical skills with SQL, R, Python for data analysis and experience in ML driven products

Experience with distributed analytical processing technologies - Spark, Hive, Presto

Experience in deriving narrative from data and communicate the results effectively

Experience in AB testing and causal inference methodologies

Demonstrated programming skills in software development settings a plus

Preferred Qualifications:
Be active in the industry, recognized for the application of science within your industry

Exemplifies multidimensional skill sets -- data science, experimentation, analysis, engineering, etc

Experience with predictive and prescriptive modeling machine learning, a plus

Our benefits reflects the FCA commitment to helping you reach your personal and professional goals. In addition to an environment that promotes career development, we offer benefits for a healthy lifestyle and a rewarding future, designed to take care of you and your family, in various stages of life.

As a global company, our employee packages will vary by country, customary norms and the legal entity into which you are hired.",Data science,Software Development
Data Scientist - Machine Learning Ops,CareMetx,Remote,Onsite,N,r - Full-time,"Hey!
Are YOU passionate about applying cutting-edge technology to improve the human experience? Are you passionate about fixing a broken healthcare system that is difficult to navigate, with barriers to access and afford life-changing medicine and treatment? Are you passionate about technical excellence and deploying software that makes people happier and healthier? If so, CareMetx wants you to be a part of our growing engineering team!
At CareMetx, data teams own an outcome - that means teams are both accountable AND empowered for a unit of business value. We create an environment for learning opportunities and believe there is no such thing as “that’s not my job.” Our vision is to generate valuable insights from the data and drive strategic decision-making. All Caremetx data team members have the opportunity to explore new technologies and data trends. That means you will have the opportunity to grow deeper in the skills you’re passionate about and expand your breadth by learning skills that will help the team succeed.
As a Data engineer/analyst/scientist you will constantly deliver business value. You will also function as a catalyst for innovation and new ideas through creative problem-solving, elegant engineering, and the application of new technology and architectural patterns. You will help shape a performance-oriented learning culture by sharing your knowledge and skill depth within the team.

Job Title: Data Scientist - ML Ops

Job Requirements
Has Bachelor’s or master's degree in a technology-related field (e.g. Engineering, Computer Science, etc.).
2+ years of proven experience in implementing big data solutions in the data analytics space.
Extensive knowledge of Machine Learning and Deep Learning Frameworks
Python experience is a must
Extensive experience working with machine learning models with respect to deployment, inference, tuning, and measurement required.
Experience in developing ML infrastructure and MLOps in the Cloud using AWS Sagemaker is preferred
Experience with building data pipelines in getting the data required to build and evaluate ML models, using tools like Apache Spark or other distributed data processing frameworks.
Data movement technologies (ETL/ELT), Messaging/Streaming Technologies (AWS SQS, Kinesis/Kafka), Relational and NoSQL databases (DynamoDB, EKS, Graph database), API, and in-memory technologies.
Strong knowledge of developing highly scalable distributed systems using Open-source technologies.
Experience with CI/CD tools (e.g., Jenkins or equivalent), version control (Git), and orchestration/DAGs tools (AWS Step Functions, Airflow, Luigi, Kubeflow, or equivalent).
Solid experience in Agile methodologies (Kanban and SCRUM).
The Skills You Bring
You have strong technical design and analysis skills.
You have the ability to deal with ambiguity and work in a fast-paced environment.
Your experience supporting critical applications.
You are familiar with applied data science methods, feature engineering, and machine learning algorithms.
Your Data wrangling experience with structured, semi-structured, and unstructured data.
Your experience building ML infrastructure, with an eye toward software engineering.
You have excellent communication skills, both through written and verbal channels.
You have excellent collaboration skills to work with multiple teams in the organization.
Your ability to understand and adapt to changing business priorities and technology advancements in the Big data and Data Science ecosystem.
Physical Requirements:
Ability to remain seated in a stationary position for prolonged periods.
No heavy lifting is expected, though occasional exertion of about 20 lbs. of force (e.g., picking up and computer/laptops) may be required.
Good manual dexterity is required to use common office equipment (e.g., computers, laptops, and mobile devices)
Overnight business travel may be required.
Work Environment
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.
The noise level in the work environment is usually moderate.

Schedule
Must be flexible on schedule and hours
Travel could be required
CareMetx considers equivalent combinations of experience and education for most jobs. All candidates who believe they possess equivalent experience and education are encouraged to apply.
At CareMetx we work hard, we believe in what we do, and we want to be a company that does right by our employees. Our niche industry is an integral player in getting specialty products and devices to the patients who need them by managing reimbursements for those products, identifying alternative funding when insurers do not pay, and providing clinical services.
CareMetx is an equal employment opportunity employer. All qualified applicants will receive consideration for employment and will not be discriminated against based on race, color, sex, sexual orientation, gender identity, religion, disability, age, genetic information, veteran status, ancestry, or national or ethnic orientation",Data science,Software Development
"Senior Data Analyst, Marketing & Enrollment",Adtalem Global Education,Remote,Onsite,"$51,962 - $93,919 ",r - Full-time,"Company Description

At Adtalem Global Education, we seek to empower students and members to achieve their goals, find success and make inspiring contributions to our global community. Adtalem is a leading healthcare educator that partners with organizations to proactively address future workforce needs and empowers career development with access to world-class academic curriculums, certifications and training programs across the medical and healthcare industries.
Adtalem institutions and companies include: American University of the Caribbean School of Medicine, Chamberlain University, Ross University School of Medicine, Ross University School of Veterinary Medicine, and Walden University. (NYSE: ATGE; member S&P MidCap 400 Index) For more information, please visit adtalem.com.

Job Description

Adtalem Global Education (NYSE: ATGE) is a global provider of educational services rich with opportunities for growth and offering competitive wages and benefits. As part of our Digital Center of Excellence, the Senior Data Analyst, Enrollment, will partner with senior marketing and enrollment leaders to measure performance of enrollment people, process, and technology. This will require identification, validation, and measurement of enrollment KPI’s, which are brought to life through development of self-service reporting tools, trustworthy data, visualization, and presentation of insights.
Develops dashboards, visualizations, and insights that inform stakeholders across the business
Partners with marketing and enrollment leadership to develop success criteria that aligns to organizational objectives.
Evaluates KPI’s to ensure they are aligning with the high-level objectives. Recommends new and improved measurements that evolve with the business and validates causation to business success
Partners with business intelligence team to ensure data governance. Develops stakeholder trust in data accuracy and cleanliness
Presents insights to senior leaders. Organizes objective data stories that can be consumed by various audiences; from senior executives to frontline managers
Synergizes insights methodologies across business units. Strives for consistency while meeting customized needs of business partners
Develop automated solutions to reduce ad-hoc data needs. Support ad-hoc requests when data is not available
Develop queries in Big Query to build reports and provide ad-hoc analysis/data pulls as needed
Validate data and troubleshoot reporting issues
Bring an objective, data-driven opinion to strategic discussions. Serve as a stakeholder invested in accomplishing targets.
Measure business objectives in consumable dynamic formats
Maintains strong understanding of business challenges and opportunities so works meets the context of what is requested
#LI-Remote
#LI-SA1
#IND1

Qualifications
Bachelor’s Degree in Business Administration, Marketing, Engineering, Finance, Computer Sciences, Math or related field.
3-5 years of experience working with databases, reporting on data and working in an analytical capacity is required. Marketing and sales analytics experience preferred
Hands-on data visualization experience required; preferably in Power BI and/or Tableau
SQL and/or Big Query coding experience and experience accessing data from complex data lakes required
Python experience preferred
Computer proficiency in Microsoft Office, Internet and web applications
Excellent verbal/written communication skills and ability to communicate with both technical and non-technical audiences
Strong analytical and problem-solving skills.
Strong prioritization and organizational skills. Ability to negotiate priorities in a matrixed organization

Additional Information

In support of the pay transparency laws enacted across the country, the expected salary range for this position is between $51962.03 and $93918.96. Actual pay will be adjusted based on job-related factors permitted by law, such as experience and training; geographic location; licensure and certifications; market factors; departmental budgets; and responsibility. Our Talent Acquisition Team will be happy to answer any questions you may have, and we look forward to learning more about your salary requirements. The position qualifies for the below benefits.

Adtalem offers a robust suite of benefits including:
Health, dental, vision, life and disability insurance
401k Retirement Program + 6% employer match
Participation in Adtalem’s Flexible Time Off (FTO) Policy
12 Paid Holidays

For more information related to our benefits please visit: https://careers.adtalem.com/us/en/benefits.
We are proud to be an EEO employer M/F/D/V. At Adtalem, we welcome everyone and have a strong commitment towards diversity and inclusion. We encourage our Colleagues to be their true authentic selves and support laws that prohibit discrimination everywhere we do business. We also maintain a drug-free workplace.",Data science,Software Development
Associate Data Scientist,Polco,Remote,Onsite,"$80,000 - $110,000 ",r,"The Role
We are seeking a motivated and analytical individual to join our team as an Associate Data Scientist. In this role, you will help Polco leverage data to drive impact and provide direction and insight internally and externally while also helping to manage our clients’ custom research needs. You will be responsible for data exploration, collection, and cleaning as well as analysis across a wide range of projects; some directly helping customers, others helping partners, and some helping to support business decisions and improve performance. As an Associate Data Scientist, you will work with a team of experienced professionals in a collaborative environment to analyze datasets and apply advanced statistical methods to solve complex problems.
Key Responsibilities
Extract, clean, transform, and load data from various sources for analysis
Search for new datasets that support Polco’s mission and products
Analyze datasets and develop predictive models to identify trends and patterns using regression and other statistical learning techniques
Develop and maintain data visualizations and dashboards to communicate insights to stakeholders
Conduct exploratory data analysis to identify trends and insights that inform business decisions
Participate in the design and execution of experiments to test hypotheses and evaluate the effectiveness of solutions
Stay up-to-date with emerging trends and technologies in data science and share knowledge with the team
Partner with other Polco teams to understand business requirements, collaborate on projects, and develop solutions that meet their needs
Identify new opportunities to leverage data and data science across the organization
Required Skills & Achievements
Bachelor’s Degree in a quantitative field (e.g. data science, statistics, mathematics, computer science, or economics)
Strong technical data science skills in SQL and a statistical programming language (ideally Python, close second is R) to ingest, clean, model, analyze, and visualize data
Knowledge of data cleaning, transformation, and manipulation techniques
Familiarity with machine learning algorithms and statistical methods
Analytics mindset, excellent problem-solving skills, and attention to detail
Strong communication skills and ability to work in a team environment
A desire to learn and apply new technologies and methods to solve complex problems.
Ability to work comfortably in ambiguous situations, launch new projects to achieve business goals, and work collaboratively in a dispersed team environment
An Ideal Candidate Will Also Have
Advanced degree in a related field that teaches statistics
Experience with data visualization tools (e.g. Looker and/or Tableau)
Practical skills (even better would be experience) with cloud-based data systems and tools (SQL, Git, relational databases, ETL, and data warehouses)
Examples of projects that demonstrate their abilities (e.g. a portfolio, Github repository, or passion project)
Excellent written and verbal communication skills, with both technical and non-technical audiences
Ability to train and mentor team members in data science best practices
Ability to develop and communicate vision to Data Science team and key partners
Familiarity with implementing and scaling statistical analyses and predictive modeling solutions (regression, PCA, random forest, clustering, support vector machines, dimensionality reduction, A/B testing, and natural language processing)
About Polco
Polco is a public engagement technology startup specializing in community surveys and civic engagement services for local governments and other public-sector clients across the United States. We’re dedicated to transforming how local governments, representatives and community organizations interact with the communities they serve—we’re all about civic engagement and creatively bringing new and innovative technologies to the front lines of public governance. Our team comes from every walk of life and all corners of the country, and we’re all problem solvers at heart.
Our Perks & Benefits
The excitement of being on the ground floor of a startup—you'll be an integral part to helping Polco develop and grow
The opportunity to work with a passionate and dedicated team
Exceptional benefits package including dental, medical and vision coverage, flexible work hours, remote working, and generous paid time off
Vanguard IRA with up to 3% company match of employee contribution
A home office/technology allowance on hire and renewing biannually
A professional development allowance
To Apply
Apply via the link below. A resume and a cover letter (half page, 12 point font) are required for full consideration. This position was first posted March 24, 2023 and will remain open until filled.",Data science,Software Development
Data Scientist,Focal Systems,"Burlingame, CA",Remote,Full-time,Full-time,"Data Scientist
Burlingame, CA or Remote

Who we are
Focal Systems is the industry leader in retail AI solutions. We are a Silicon Valley based startup that has more than doubled in size every year since inception. Our mission is to automate and optimize brick and mortar retail using deep learning computer vision. We have been deployed at scale with the top retailers in the world. We are looking for smart, creative and passionate people who love to learn, enjoy thinking critically, and want to help build a great and enduring company!
What we are looking for
We generate billions of data points every minute that we utilize to help our clients optimize their store operations. As the Data Scientist, you will be responsible for managing our end to end data pipeline from image to insight. Reporting to the CEO and Head of Product, you will work very closely with our Product, Infrastructure and Deep Learning teams.
What you will do
Identify data, metrics and analyses needs; Initiate, develop and maintain data pipelines and data models that powers dashboards and data products with outstanding craftsmanship
Synthesize data findings into compelling stories and communicate them throughout Focal Systems
Act as a strategic partner to Head of Product and Focal executives; initiate and execute on data-driven analyses to help prioritize opportunities and provide actionable recommendations
Prototype new analytics & machine learning models that improve both our insights and the product directly
Work to drive new data initiatives, automation of reports, and establish best practices
Work to scale our insights through better systems and automation
Maximize efficiency and productivity through extensive process analysis and interdepartmental collaboration
Design and implement processes and operational procedure around our data pipeline
Analyze and report on performance metrics such as throughput, accuracy and cost for our data operations
Work closely with product & engineering on building out the tools and platforms utilized in our data processing
What you need to be successful
At least a BS degree (MS / PhD degree preferred) in Engineering, Math, or Computer Science with 5+ years relevant experience
Deep understanding of statistics
Proven ability to manage complex data analysis
Stable job history with a ""go-the-distance"" attitude
Excellent communication, presentation and demonstration skills
Experience with data analytics/business intelligence tools
Deep experience with SQL; knowledge of Python strongly preferred
Uphold our values & mission
Startup mentality, team player and willing to work 40+ hours a week
Why Focal Systems
Strong Values and Mission: We are a tightly-knit team with an ambitious mission and a strong set of core values, which define our approach to business and have successfully guided us since in¬ception.
Exceptional Team: We are a team of hard-working, fun-loving professionals from some of the most eminent universities, research labs, and tech companies of our time. We pride ourselves on recruiting exceptional individuals to help us redefine the state-of-the-art.
Outstanding Partners: We work with 10+ of the largest retailers in the world and have a world-class roster of investors, advisors and partners to support & advise us in our endeavors.
What we offer
We care deeply about the health, happiness, and wellbeing of all of our employees. We offer:
Competitive Salary & Attractive Stock
Health Insurance
Catered lunches
Paid Time Off
Quarterly Team Retreats
Education grants",Data science,Software Development
