,Unnamed: 0,Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
30,30,Software Developer III,Liberty University,Remote,Onsite,Full-time,Full-time,"Perform computer programming tasks. Tasks may include APIs, scheduled jobs/feeds, web programming, database development, or application testing. Work within a team under the supervision of a lead developer. Help implement and maintain custom applications and integration of third party applications. Follow established, internal development best practices and standards.
Essential Functions and Responsibilities
60% Implementation, coding, testing
20% Design and documentation
20% Email, customer communication, requirements gathering
Qualifications, Credentials, and Competencies
A bachelor's of science degree in MIS/computer science or two years' professional experience in computer programming required. Must have experience in one or more of the following: Java/JSP, .Net, PL/SQL, and Oracle Apex experience is a plus.",Developer,Software Development
31,31,Software Developer,Traction Ag INC,Remote,Onsite,N,Full-time,"Typescript, GraphQL, Angular, Express, Node, Docker… those are just a few of the technologies you could work with at Traction. If you are passionate about working with and mastering these technologies, enjoy working in a collaborative team environment, all while developing high quality software, then Traction wants you to join our software engineering team and help us build our farm business management application.
Roles and Responsibilities
Designs and develops components within Traction’s farm management information system information system.
Tests features implemented by the development team to verify proper operation and to identify regressions introduced in other areas.
Investigates issues and recommends solutions for them.
Reviews and provides feedback on source code changes implemented by others.
Actively participates in software development life cycle (Scrum) meetings and ceremonies.
Documents and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code.
Education and Experience
Bachelor’s degree in Computer Science, Computer Engineering or related technical discipline or 4 years professional software development experience
Proficiency with object-oriented design and programming, preferably with Typescript or similar object-oriented programming language
Experience with distributed computing including containerization technology such as Docker
Experience interfacing with databases, preferably with Postgres
Experience developing application programming interfaces, preferably with GraphQL
Experience developing single page applications, preferably with Angular
Knowledge of software design principles and design patterns
Knowledge of professional software engineering and best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Benefits
Competitive Salary
Flexible Work Schedule/Location
Health, Dental, Vision and Life Insurance
401(k)
Paid Time Off
Paid Holidays
We are passionate about helping our customers optimize their farming operations. If you are passionate about building software that “makes a difference” and have the right experience, then Traction wants to hear from you. Apply today!",Developer,Software Development
32,32,Software Developer-Remote,PREMISE HEALTH,"Brentwood, TN 37027",Remote,"$100,000 - $120,000 ",r - Full-time,"Healthcare Without Rival

Sonic Boom Wellness, a Premise Health Company, is a fast-growing, B2B, software-as-a-service (SAAS) corporate wellbeing company specializing in improving employees’ daily health habits. At the intersection of health care, wellness, and technology, we have developed a proprietary wellbeing platform sold to clients nationwide. Our industry has consolidated recently, leaving the door wide open for us to capture market share, expand our distribution channels, and grow rapidly.

Sonic Boom, a Premise Health Company offers a wide range of dynamic, purpose-driven career opportunities. We are currently looking for a
Software Developer to join our team remotely.

Summary: You will report directly to our Software Development Manager and work directly with our Lead Developer and be part of a high-energy, hard-working, immensely talented team. The ideal candidate is a tenacious problem solver who thrives in a lightning-fast environment. We don't dawdle. We push code live daily and are likely one of the most nimble, agile and ambitious companies you will come across. You must have superb communication skills, be impeccably reliable, and able to meet tight deadlines, even in the face of ever-shifting priorities.

Essential Functions:


Supporting all existing back-end code for our member application, administrative portal, and health-coaching portal.
Architect back-end functionality and infrastructure.
Coordinate with Front-End Developers to assist migrating tools from a legacy system to a new client-facing administration portal using Vue JS (Vuetify)
Help build ""recommendation engine"" to identify health-related activities for members based on complex inputs and possible outputs (e.g. interests, social network, risk factors).
Develop integration to a healthcare EMR, Epic
Continue to improve scalability of back-end infrastructure.

Experience:
PHP - Laravel/Lumen experience mandatory. Must understand and be able to use OOP, MVC architecture, exceptions, process forking, regular expressions. Must understand performance bottlenecks and how to work with complex collections and datasets.
MySQL - Must understand and be able to use InnoDB tables, transactions, triggers, views, foreign keys, sub queries, proper use of indexes and other optimization techniques. Experience with SQL debugging and optimization using EXPLAIN mandatory
HTML/CSS/JavaScript - While this role is primarily focused on optimization and implementing new server-side features a general understanding of front-end markup, styles and scripting is a plus
Git - Experience with Git a major plus. Experience with the development/staging/production cycle a plus
XML/JSON experience is a must
Knowledge of healthcare EMRs – Experience is a plus although not required
MongoDB/NoSQL - Experience is a plus although not required
Memcached experience a plus

Work-life balance is at the foundation of how decisions are made and where Premise is headed. We can only help people get, stay, and be well if we do the same for ourselves. In addition to competitive pay, Premise offers benefits packages including medical, dental, vision, life insurance, 401(k), paid holidays and vacation time, a company-sponsored wellness program, and much more our talent acquisition team will be happy to share with you.

Sonic Boom, a Premise Health Company, is an equal opportunity employer; we value inclusion, and we do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status or disability status.

Compensation is between $100,000 and $120,000. Premise offers a comprehensive benefits package to all full-time team members including Medical, Dental, Vision, 401K, Paid Time Off, Paid Holidays, annual CEU/CME allowance, and Tuition Reimbursement. Benefits offered to part-time team members include 401K, Paid Time Off, Paid Holidays and annual CEU/CME allowance. PRN team members may also enroll in 401K.

To support Sonic Boom, a Premise Health Company’s commitment to the safety, health and wellbeing of our team members, clients and patients, we are encouraging all new team members to be fully vaccinated with a COVID-19 vaccine. *except where a reasonable medical or religious accommodation can be granted. Should you be offered and accept a position with Sonic Boom, a Premise Health Company, you will be required to provide your proof of vaccination in the form of your CDC vaccination card as part of the pre-employment onboarding process.

As permitted by applicable law.
Street Address:",Developer,Software Development
33,33,HTML Developer,"MD Synergy Solutions, LLC","Los Angeles, CA",Onsite,Full-time,Full-time,"What we’re looking for
We are looking for an experienced HTML5 developer. Responsibilities will include the translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
Job Description
Develop new user-facing features. Build reusable code and libraries for future use. Ensure the technical feasibility of UI/UX designs. Optimize application for maximum speed and scalability. Assure that all user input is validated before submitting to back-end. Collaborate with other team members and stakeholders
Requirements
HTML5
CSS/CSS3
Javascript
Bootstrap
JQuery
Angular JS (Preferred)
Must know Responsive Designing
Proficient understanding of cross-browser compatibility issues and ways to work around them
Work Schedule
Flexible
Benefits
None
Salary
Negotiable",Developer,Software Development
34,34,Software Developer,New York University,"New York, NY 10012",Remote,"$70,000 - $120,000 ",r - Full-time,"Position Summary: The Software Developer develops and maintains products primarily on the ServiceNow platform. This role troubleshoots and debugs existing applications. The incumbent is responsible for developing specifications and writes code for web-based and mobile applications and services. This position writes documentation and online help systems for newly developed applications. The Software Developer participates in peer code review processes, and mentors and develops student employees. Qualifications: Required Education:
Bachelor's Degree or equivalent

Preferred Education:
Bachelor's Degree in Computer Science or a related field.

Required Experience:
2+ years of demonstrated programming experience.

Preferred Experience:
3+ years of related experience in developing and maintaining complex enterprise applications.

Required Skills, Knowledge and Abilities:
Working knowledge with C#, Javascript, CSS, HTML, React, Redux, SQL. Strong written and verbal communication skills. Strong analytical ability to understand business requirements and developing technical solutions.
Additional Information: In compliance with NYC's Pay Transparency Act, the annual base salary range for this position is USD $70,000.00 to USD $120,000.00. New York University considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/training, key skills, internal peer equity, as well as, market and organizational considerations when extending an offer.

NYU aims to be among the greenest urban campuses in the country and carbon neutral by 2040. Learn more at nyu.edu/nyugreen.

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity",Developer,Software Development
35,35,Software Developer III,Capital Insurance Group,Remote,Onsite,"$71,606 - $118,150 ",r,"Why CIG?
At Capital Insurance Group we offer our employees more than just a job. We foster career growth, provide opportunities to give back to our communities, and help you take the next step in your career!
CIG was founded in 1898 by a group of earnest farmers in need of protection and today, we are the leading West Coast Property & Casualty insurer. CIG is certified as a Great Place to Work and provides a collaborative, inclusive, and fun work culture for all employees.
Why choose CIG’s Information Technology Team?
Part of the Information Services department at CIG, the Information Technology (IT) organization delivers all internal and external technology solutions at CIG. This is your opportunity to join a fast-paced team dedicated to delivering a high-quality technology experience to employees, agents, and policyholders.
Benefits
Accrue eighteen days of Paid Time Off during your first year
Up to eighty-seven percent of benefits covered by CIG for you and your family members
Medical, dental, vision plans
One hundred percent covered plans
Basic Life & AD&D
Employee Assistance
Leave Management
Long Term Disability
Short Term Disability (Outside of CA)
Voluntary benefit offerings
Short-term (CA only)
Voluntary Life AD&D self, spouse and child plans
Flexible Spending
Health Savings (HSA)
Hospital Indemnity
Accidental Injury
Nine paid holidays, plus two floating holidays
Above and Beyond Reward Recognition Program
Kudos & Shout Out Points Program
Quarterly Above and Beyond Bonus Program
Annual Above and Beyond Bonus Program
Competitive compensation
Base compensation
Salary Management Spot Bonuses
Annual Incentive/Profit sharing program, potential payout annually based on company results.
Discount partnerships
Gym memberships, travel, shopping, restaurants, theme parks, and more
Insurance Educational reimbursement and bonus programs
Employee Referral Bonus Program
You have a voice! You are encouraged to share your voice through multiple channels, get involved with our Employee Experience and DEI committees to drive and continue the health and wellbeing of our organization for everyone.
Home and Auto Insurance Discount Program.
Paid Volunteer Time – Through company planned community events and choose your own adventure PVT in giving back in ways that are meaningful to you!
Retirement savings benefit (401k and Roth + match)
Wellness and mental health incentive programs
Wellness platform, tools, and events
Health Savings Account – match
Job Summary
Software Developer III will support business objectives by delivering work on highly complex bug fixes, highly complex enhancements, and enterprise-size projects.
Requirements
2+ years of Software Development
Demonstrate Level 3 competency in Software Development, Engineering Practices, Quality Practices, and Solution Development
Proven knowledge through education and/or professional experience one of more of the following areas: Web application and Web Services development (C#, Java, Etc.), .NET, (VB.NET, ASP.NET, C#) and Java
BS in Computer Science or comparable
Salary Range: $71,606 - $118,150",Developer,Software Development
36,36,2023 Software Engineering Recent Grad Positions – Cat Digital,Caterpillar,"Chicago, IL 60622",Onsite,"$75,900 - $137,436 ",r - Full-time,"Career Area:
Digital
Job Description:
Big machines require big thinking. Are you looking for your next big challenge?
Cat® Digital is the digital and technology arm of Caterpillar Inc., leveraging the latest technologies to build industry leading digital solutions for our customers and dealers. With over one million connected assets worldwide, our teams use data, technology, advanced analytics, telematics and AI capabilities to help our customers build a better world.
Working with a Fortune 100 leader, you can build your career on a global scale and take advantage of development opportunities with emerging technologies. We’ve created an inclusive environment for you to explore your passions, make an impact and do the work that really matters. Join Us.
As a Software Engineering professional at Caterpillar, you will contribute to the design, development, and deployment of Caterpillar’s state-of-the-art digital platform. Software Engineers manage the completion of their own work assignments and coordinates work with others.
This position will build a world class platform to host a wide range of digital applications. Responsibilities are across functional lines with individuals assigned in new program development and/or maintenance of existing mobile, WEB, Cloud, server, personal computer, mainframe, and/or distributed computing systems.
Examples of skills and technologies that previous hire have utilized include:
Designing, developing, deploying, and maintaining software at scale
Developing software applications using relational and NoSQL databases
Application architectural patterns, such as MVC, Microservices, Event-driven, etc.
Deploying software using CI/CD tools such as Jenkins, GoCD, Azure Devops etc.
Deploying and maintaining software using public clouds such as AWS or Azure
Working within an Agile framework (ideally Scrum)
Designing well-defined Restful APIs
Writing API proxies on platforms such as Apigee Edge, AWS API Gateway or Azure API Gateway
Utilizing API tools such as Swagger, Postman and Assertible
Testing with Selenium and Cucumber and their integration into CI/CD pipelines
Datastores such as MongoDB, Cassandra, Redis, Elasticsearch, MySQL, Oracle

Basic qualifications:
Currently attending or recently graduated from a 4-year accredited university/college with a minimum bachelor’s degree in Computer Science, Computer Engineering, Software Engineering, Human Interaction Design or related degree
Minimum cumulative GPA requirement 3.0/ 4.0 (no rounding)
Graduation date between May 2022 through June 2023
Demonstrated experience with Java, Python and/or AWS
Must be able/willing to relocate to work location

Top candidate will also have:
One year or more of software development experience or a master’s degree in computer science or related field.
One year or more of experience in designing and developing software applications in Java or Scala or a master’s degree in computer science or related field
Previous demonstrated leadership experience
Previous technical work experience demonstrating technical aptitude
Ability to work under pressure and within time constraints
Passion for technology and an eagerness to contribute to a team-oriented environment

Additional Information :
Candidates hired for their opportunity will be included in the Cat Digital Development Program and may include rotations into other teams to expand learning and skill building
Locations for this position are Chicago and Peoria Illinois, Dallas Texas or Westminster Colorado
Basic relocation may be available, dependent on relocation qualifications
Compensation and Benefits:
Base salary for this role ranges from $75,900 and $137,436. For Digital and Analytics Early Talent, actual salary will be based on degree, completed degree level and prior internship experience at Caterpillar. The total rewards package, beyond base salary includes:

Benefits:
Annual incentive plan*
Medical, dental and vision coverage starting day 1
Paid time off plan (Vacation, Holiday, Volunteer, Etc.)
401k savings plan including company match
Health savings account (HSA)
Flexible spending accounts (FSAs)
Short and long-term disability coverage
Life Insurance
Parental leave
Employee Assistance Programs
Voluntary Benefits and Employee Discounts
Career Development
Subject to annual eligibility and incentive plan guidelines
Relocation is available for this position.Visa sponsorship available for eligible applicants.
EEO/AA Employer. All qualified individuals - Including minorities, females, veterans and individuals with disabilities - are encouraged to apply.
Not ready to apply? Submit your information to our Talent Network here .",Developer,Software Development
37,37,Remote Java Backend Developer,ClientSolv Technologies,"Chicago, IL",Remote,$45 - $50 ,n hour - Full-time,"Company Description

ClientSolv Technologies is an IT solution firm with over a decade of experience serving Fortune 1000 companies, public sector and small to medium sized companies. ClientSolv Technologies is a woman-owned and operated company that is certified as a WMBE, 8a firm by the Federal government's Small Business Administration.

Job Description

We are looking for a Java Backend Developer with experience using advanced Java technologies and learning new and developing technologies in a fast moving agile environment.
This direct hire/permanent role can work remotely from anywhere within the U.S. The pay range for this role will be $45-$50 per hour W2 and is benefits eligible.
JOB DETAILS
This position requires a problem-solver with solid experience in Java technologies, including:
Experience in the design, development, testing and integration of high complex software solutions using Java /J2EE, Spring or Spring Boot
Practice and experience Test Driven Development (TDD) and Unit Test frameworks
Ensuring code quality and application performance
Peer code reviews
Working with Agile team members and stakeholders. Story grooming and relative estimation with team
Working as a team player focusing on reuse, performance, standards and delivery timeline

Qualifications
Java/J2EE
Spring Core, AOP, and MVC Module
RESTful web services
Spring Boot
Microservice architecture
Mockito, Powermock
JPA, Hibernate
TDD
SQL
JavaScript /jQuery/HTML5 /CSS
Cloud development AWS or Azure and infrastructure as code

NICE TO HAVE
Familiarity with one or more is desirable:
GIT, Jenkins, Maven, CI
Caching mechanism (Memcache)
NoSQL database (MongoDB), DB2 or HANA
Code quality tools like PMD, CheckStyle, SonarQube
Search engine concepts like Apache SOLR, Elastic search
Security implementation using OAuth or SAML

Additional Information

This direct hire/permanent role can work remotely from anywhere within the U.S. The pay range for this role will be $45-$50 per hour W2 and is benefits eligible.",Developer,Software Development
38,38,Software Engineer I (NST),Nintendo,"Redmond, WA",Hybrid remote,"$77,598 - $116,396 ",r,"Nintendo Software Technology Corporation
Nintendo Software Technology Corporation, based in Redmond, Washington , is a wholly owned subsidiary of the world's largest manufacturer and marketer of video games, Nintendo Co., Ltd., headquartered in Kyoto, Japan. Nintendo Software Technology's mission is to design, develop and deliver the very best video games. We conduct research, use state-of-the-art equipment and review methods of operation so that we may continually improve the quality of the games that we produce. Each person employed at Nintendo Software Technology Corporation is a valued team member and is encouraged to participate in our efforts to create the highest quality games.
Nintendo is an equal opportunity employer. We offer a welcoming and inclusive environment in service to one another, our products, the diverse consumers we represent, and the communities we call home. We do all of this with kindness, empathy and respect for each other.
DESCRIPTION OF DUTIES
Assists in developing, writing, testing, debugging and implementing code in C++ or other relevant languages.
Works with other team members to implement Gameplay Systems and Game Features
Participates in product testing and maintenance activities as required by project management.
May assist in tool development with other engineers.
Applies professional expertise to review, analyze and test products under development as a contributing member of a production team to ensure delivery of Nintendo’s high standard of quality and timeliness.

SUMMARY OF REQUIREMENTS
Understanding of core technologies, toolsets, and common workflows for video game development.
Strong understanding of data structures, data-oriented design, object-oriented design and software engineering methodologies.
Ability to read and debug other engineers' code.
Strong knowledge of C/C++ programming languages.
Undergraduate degree in Computer Science or related field; or equivalent education and experience.
This position includes a base salary range of $ 77,598 - $ 116,396 annually, potential for a semi-annual discretionary performance bonus, and a comprehensive benefits package that includes medical, dental, vision, 401(k), and paid time off. Please see our Benefits & Perks page for more benefits information.

For more information about NST, click here .
#LI-HYBRID",Developer,Software Development
39,39,JAVA Software Developer - ALL LEVELS,QVine Corporation,"Herndon, VA",Onsite,N,r,"QVine is hiring cleared (poly required) JAVA development professionals. Full Performance, Senior, Expert, and SME levels. Hiring immediately.
Candidates must have experience developing in JAVA. Preferred (but not required) experience with Agile development and utilizing tools/systems such as J2EE, Spring, Hibernate, Ant, Maven, and Eclipse.

QVine Corporation is an Equal Opportunity Employer—M/F/D/V",Developer,Software Development
40,40,Software Engineer - Booking - Costco Travel,Costco Wholesale,"Seattle, WA 98134",Onsite,"$152,500 - $182,500 ",r,"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco Travel IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
As a Software Engineer for Costco Travel your role will be the technical lead for one or more teams. This role requires deep technical expertise, domain proficiency, platform depth, and leadership. The individual in this role will coach and mentor engineers and developers to help them progress their technical knowledge and careers. Typical activities include leading requirements analysis, solution design, technical development, and process improvement coupled with the ability to drive efforts and solution improvements effectively.
If you want to be a part of one of the BEST “to work for” companies in the world, simply apply and let your career be reimagined.
ROLE
Oversees the technical design and development of in-house travel booking web applications based on the gathered requirements for multiple development teams.
Leads and collaborates in planning, decomposing, and estimating new delivery work.
Ensures solutions are secure, durable, scalable, flexible, and accessible; and proactively mitigates against production support issues.
Demonstrates technical leadership to manage and provide multiple technical solutions; performs code reviews; establishes and enforces coding guidelines and best practices.
Initiates and facilitates team meetings to socialize technical ideas; encourages a culture of technical excellence within the organization and identifies opportunities for adopting innovation .
Understands implications of design and implementation choices and provides solutions.
Manages concurrent projects and multiple competing priorities.
Builds and maintains strong working relationships with team members.
Provides coaching and mentoring to team members; shares information through documentation, workshops, etc. to drive operational efficiencies and technical growth within the team.
Understands and escalates technical challenges with options and recommendations.
REQUIRED
Bachelor's degree, or the equivalent, in Computer Science, Engineering, or a related field.
5+ years’ of experience with design and development of client/server and/or web based applications.
4+ years’ of experience with core Java, Java EE technologies (Servlet and JSP).
4+ years’ of experience working with relational databases (preferably MS-SQL Server and T-SQL).
Good understanding and experience with SOAP and/or REST based Web services.
Demonstrated track record of driving high-quality software design/implementation to production.
Must be a quick learner with the ability to learn and incorporate new technologies and concepts.
Self-motivated, dedicated, and driven to succeed.
Able to easily shift focus with changing priorities.
Good debugging, troubleshooting, and problem solving skills.
Excellent communication, collaboration, analytical, and problem solving skills.
Recommended
A passion for being part of a team, willing to self-assess in order to continually find better ways to do things.
Experience working in a Scrum/Agile environment.
Excellent organizational skills.
Travel industry knowledge.
Required Documents
Cover Letter
Resume
California applicants, please click here to review the Costco Applicant Privacy Notice.
Pay Ranges:
Level 4 - $152,500 - $182,500, Bonus and Restricted Stock Unit (RSU) eligible
We offer a comprehensive package of benefits including paid time off, health benefits — medical/dental/vision/hearing aid/pharmacy/behavioral health/employee assistance, health care reimbursement account, dependent care assistance plan, commuter benefits, short-term disability and long-term disability insurance, AD&D insurance, life insurance, 401(k), stock purchase plan, SmartDollar financial wellness program, to eligible employees.
Costco is committed to a diverse and inclusive workplace. Costco is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or any other legally protected status. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to IT-Recruiting@costco.com
If hired, you will be required to provide proof of authorization to work in the United States. In some cases, applicants and employees for selected positions will not be sponsored for work authorization, including, but not limited to H1-B visas.",Developer,Software Development
41,41,Staff Software Developer,Spring Health,"New York, NY",Remote,N,r,"Our mission: to eliminate every barrier to mental health.
Spring Health is a comprehensive mental health solution for employers and health plans. Unlike any other solution, we use clinically validated technology called Precision Mental Healthcare to pinpoint and deliver exactly what will work for each person — whether that's meditation, coaching, therapy, medication, and beyond.
Today, Spring Health equips over 800 companies, from start-ups to multinational Fortune 500 corporations, as a leading and preferred mental health service. Companies like General Mills, Guardian, Bain, and Instacart use the Spring Health platform to provide mental health services to thousands of their team members globally. We have raised over $300 million from prominent investors including Kinnevik, Tiger Global, Northzone, RRE Ventures, Rethink Impact, Work-Bench, William K Warren Foundation, SemperVirens, Able Partners, True Capital Ventures, and a strategic investor, Guardian Life Insurance. Thanks to their partnership, our current valuation has reached $2 billion.
Reporting to the Sr. Director of Platform Engineering, the Staff Software Engineer is a Technical Leader who will be heavily involved in the Architecture Evolution of Spring Health as part of the Engineering Leadership Team. You will be a champion of technical initiatives and work closely with our Product team to prioritize deliverables.

What you'll be doing (Key Responsibilities)
Exhibit a deep understanding of Spring Health products, how customers use them, and how they fit into the larger business
Mentor others on how to maintain and continue to raise the level of quality in everything we produce
Look for opportunities for process improvements and opportunities to exhibit leadership for organizational initiatives
Take on complex requirements and distill them into a proposal of small deliverables
Guide and discuss performance issues from customers and quickly provide solutions that align with product direction.
Use the security features of our product and mentor others to ensure we adopt our own tools, while working closely with our security team
Quickly pivot solutions based on feedback or complexity, effectively communicating reasons for the change and path forward to rest of your team
What we expect from you (Qualification ex. education, experience, etc.)
8+ years overall experience as a Software Development professional, with 2+ in leadership capacity
Hands on technical leadership experience leading project teams and setting technical direction.
Experience architecting and developing solutions to ambiguous problems with significant impact.
Reach beyond immediate needs, independently considering the longer-term, and is always looking beyond for ways to have a broad impact.
Address cross-team challenges related to customers, quality and security.
Identify and prevent decisions that are not ""two-way door decisions"".

The target salary range for this position is $179,100 - $218,550, and is part of a competitive total rewards package including stock options, benefits, and incentive pay for eligible roles. Individual pay may vary from the target range and is determined by a number of factors including experience, location, internal pay equity, and other relevant business considerations. We review all employee pay and compensation programs annually at minimum to ensure competitive and fair pay.
Don't meet every requirement? Studies have shown that women, communities of color and historically underrepresented talent are less likely to apply to jobs unless they meet every single qualification. At Spring Health we are dedicated to building a diverse, inclusive and authentic workplace, so if you're excited about this role but your past experience doesn't align perfectly with every qualification in the job description, we strongly encourage you to apply. You may be just the right candidate for this or other roles!
Ready to do the most impactful work of your life? Learn more about our values, how we work, and how hypergrowth meets impact at Spring Health: Our Values
Hypergrowth meets impact
What to expect working here:
You will be held accountable to an exceptionally high bar and impact
This may be the fastest work environment you will ever experience in terms of growth, decision-making, and time to impact
You will be challenged to set and protect your own boundaries
You will create processes & products that have never existed before
You will have very direct conversations and receive continuous feedback to push you to become the highest performer you can be
Change is a constant here: your role, team, responsibilities, and success metrics will shift as the company grows
And…
You get to be surrounded by some of the brightest minds in the field
You get to learn and grow at an extremely accelerated pace
You will experience transparency, integrity, & humility from leadership
You will be empowered to constantly challenge the status quo
You get the space to experiment & innovate
You get to make a transformational impact for the company, mental health, and for real human lives — and you will see that impact quickly
You will become more resourceful and resilient
You get to be part of a winning team that opens doors in the future
Benefits provided by Spring Health:
Focus on total health including:
Generous medical, dental, vision coverage available day 1 + access to One Medical
20 total yearly no-cost visits to the Spring Health network of therapists, coaches, and medication management providers for you and your dependents
Flexible paid time off in addition to 12 paid holidays throughout the year
$500 per year Wellness Reimbursement
Spring Health provides access to QuitGenius, a platform with technology-tailored, personalized addiction treatment plans for substance use (*QG is available to benefit-enrolled employees, spouses, and dependents age 18+)
Supporting you and your family:
4-4.5 months of fully paid parental leave
Spring Health provides team members and their families with sponsored access to Bright Horizons® child care, back-up care, and elder care.
Access to Joshin is provided by Spring Health. Joshin is a comprehensive support system for disabilities and neurodivergence in the workplace. This benefit supports employees, their families, and our teams through personalized navigation and disability education and training along with a network of screened in-home caregivers with disability and neurodivergent experience.

Supporting you financially through:
Our People team benchmarks all salaries using the Radford Global Compensation Database for technology and life sciences industries. Radford benchmarks salaries with 3,589 global firms, 6.5 million employees, and 98 countries across the globe. We do this to ensure all of our team members are paid equally and competitively.
On top of competitive and benchmarked salary, Spring Health offers incentive pay (based on role), and equity that begins vesting as we celebrate your first year with the company!
Employer sponsored 401(k) match of up to 2% after 90 days of employment
Creating a culture you can thrive in:
Flexible work arrangements: 60% of Spring Health team members work fully remote while 40% work in a hybrid model from our New York City offices
Calm Fridays: no meetings, no distractions, just time for you to get work done.
Up to $1,000 Professional Development Reimbursement per calendar year. Any requests over $250 must be requested for pre-approval prior to enrollment by sending an email to the People Team.
$200 per year donation matching to support your favorite causes
Our privacy policy: https://springhealth.com/privacy-policy/
Spring Health is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex, marital status, ancestry, disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. We also consider qualified applicants regardless of criminal histories, consistent with applicable legal requirements. Spring Health is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans. If you have a disability or special need that requires accommodation, please let us know.",Developer,Software Development
