,Title,Company,Location,Type,Salary,Contract_type,Job Description
3,Experienced Construction Management Specialist,BOEING,"Springfield, VA",Onsite,"$93,500 - $126,500 ",r,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Global Services (BGS) is seeking an Experienced Construction Management Specialist to join our team in Springfield or Chantilly, VA.
Position Responsibilities:
Evaluates for projects, contractor proposals for fair and reasonable cost
Obtains facilities design and resources commitments for facilities projects
Coordinates with affected parties such as customer, designers, SHEA, crafts, Security, and network infrastructure to create an agreed to implementation plan
Assembles and releases work package by collecting and integrating various individual documents such as facilities work order, contract service request, drawings, vendor quotes, schedule, permits
Finalized work package will provide documents to implement the project
Evaluates requests and meet with customer to define requirements for major projects
Identifies acceptable options with customer to clarify needs and develop the preliminary scope of work in order to meet the customer's requirements
Creates layouts and conceptual designs
Ensures compliance with Boeing and regulatory standards such as city, county, state, federal
Develops options so that facilities modifications are accomplished within project objectives
Works with affected parties to define functionality and constructability
Develops conceptual, budgetary, and detailed cost estimates to assist in the business case analysis
Negotiates options with customer to select the best solution for customer and company
Ensures comprehensive closeout and retention of project and contract files to provide an audit trail for Records Retention, Internal Audit, Internal Revenue Service, Property Accounting, Legal, and Facilities
Coordinates support functions such as vendors, security, fire, SHEA, network infrastructure and verifies compliance with project documents
Ensures that project implementation meets established quality, cost, schedule targets and regulatory requirements
Receives customer requests for major facilities projects, such as construction, rearrangements, moves, and asset acquisition, via various electronic methods
Validates against acceptance criteria for new requests and acknowledges customer requests
Logs requests into work management system in order to document, track, and perform work
This position is expected to be 100% onsite. The selected candidate will be required to work onsite at one of the listed location options.
This position requires an active Top Secret/Sensitive Compartmented Information (TS/SCI) U.S. Security Clearance with an adjudicated Counterintelligence Polygraph (U.S. Citizenship Required). (A U.S. Security Clearance that has been active in the past 24 months is considered active.).
Special Program Access or other Government Access Requirements are mandatory for this position.
Basic Qualifications (Required Skills/Experience):
1+ year experience in construction, facilities, or maintenance
Preferred Qualifications (Desired Skills/Experience):
Experience with HVAC and mechanical systems
Typical Education/Experience:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 6 or more years' related work experience or an equivalent combination of education and experience (e.g. Master+4 years' related work experience, 10 years' related work experience, etc.).
Relocation:
Relocation assistance is not a negotiable benefit for this position. Candidates must live in the immediate area or relocate at their own expense.
Drug Free Workplace:
Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.
Shift:
This position is first shift
At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.
The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.
The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.
Please note that the salary information shown below is a general guideline only. Salaries are based upon candidate experience and qualifications, as well as market and business considerations.
Summary pay range: $93,500 - $126,500

Export Control Requirements: U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

Export Control Details: US based job, US Person required

Equal Opportunity Employer:
Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law."
4,"Residential Property/Construction Manager, General Manager,",Soar Real Estate,"Fort Lee, NJ",Onsite,"$140,000 - $190,000 ",r - Full-time,"Residential Property Manager/General Manager
Has to have Construction experience. Owner's rep experience
Oversee Residential properties,
Possess extensive knowledge of Accounting, Administration, Construction and HUD requirements
Communicate with the Partners daily
Supervise property managers (each of the three Residential Properties has a Property manager)
Supervise building superintendents
Supervise accounting, coordinate with auditors for annual financial reporting
Supervise administration
Supervise (coordinate) management system ""Yardi"", and ""quickbooks"" no transactional activities
Insure monthly vouchers are submitted to HUD, Overviewing
Prepare and submit annual potential rent increases to HUD (OCAF)
MOR inspections, insuring files and personnel are up to date Overviewing
REAC inspections, preparing properties for obtaining high scores
Approve all vendor and contractor invoices, and payment
Prepare annual budgets, ensure there are sufficient funds available at all times
Supervise construction activity, determine work to be done, in coordination with Supers verify work is completed
authorize construction contracts.
coordinate with construction professionals for determining scopes of Cap X projects, create
interest with qualified contractors for bidding, evaluate bids, negotiate with Contractor, recommend award to Partners.
Pursue actions against tardy, abusive, tenants, commence eviction action when necessary
Communicate with local authorities.
Safeguard the organization assets.
visit the properties weekly.
Job Type: Full-time
Pay: $140,000.00 - $190,000.00 per year
Benefits:
401(k)
Health insurance
Paid time off
Schedule:
Monday to Friday
Education:
Bachelor's (Required)
Experience:
Residential Property Management: 3 years (Preferred)
Yardi: 3 years (Preferred)
Quickbooks: 3 years (Preferred)
Property Budget: 2 years (Preferred)
Construction Supervision: 3 years (Preferred)
HUD: 2 years (Preferred)
Construction Project Management: 5 years (Preferred)
Work Location: In person

Health insurance"
5,Construction Project Manager,CRB,"12625 High Bluff Dr, San Diego, CA 92130",Onsite,"$131,700 - $210,700 ",r - Full-time,"Company Description

CRB's nearly 1,800 expert professionals drive innovative, life-changing and life-saving solutions for manufacturers in the life sciences and food and beverage industries. Our mission, vision and core values put client satisfaction and employee experience at the center of everything we do. See us at crbgroup.com.

Job Description

As a Construction Project Manager you'll have the unique opportunity to work within an integrated Architecture, Engineering, and Construction firm capable of executing ONEsolution integrated project delivery work. Experience collaboration and continuous learning like never before amongst subject matter experts spanning across mechanical, electrical, plumbing, process, and automation engineering; architecture and lab planning; procurement, estimation, virtual design & construction, health & safety, and construction management. This diversity of professionals allows us to provide innovative & impactful solutions to the Life Sciences and Food & Bev industry in an era where speed, quality, and creativity have never been more critical.
CRB proudly specializes in industries that inherently carry important social responsibility - we recognize our impact and influence in the communities we serve and pursue corporate responsibility through the lens of people, community, and planet. From oncology and rare disorders, to COVID-19 or alternative proteins, our projects are pioneering solutions addressing important issues such as food scarcity and global health.

How will I contribute?
You will be responsible for the direction and performance of construction management services for assigned project(s). You'll be responsible for building new/strengthening existing client relationships, including creating a positive experience that will lead to future work. You'll lead projects that often include several subcontracts and may include several aspects of an integrated ONEsolution delivery methodology.
Responsibilities
Client relationship management, including creating a positive experience that will lead to future work.
Responsible for direction and performance of field operations and construction management for assigned project(s), ensuring work is performed in conformance with the project objectives and requirements.
Responsible for safety, cost estimating, schedule, construction operations, quality, staffing, material control, field-based procurement, client relations, business development, and integrated project delivery.
Responsible for budget and profit & loss statement for assigned projects.
Locations: Project sites based around San Diego County, especially in the Sorrento Valley and North County areas

Qualifications
Bachelor’s degree Architecture, Engineering or Construction Management, or equivalent
Minimum of seven years of successful Construction Manager or Project Manager experience
Experience running projects $50M and larger
Excellent leadership, communication, and organizational skills
Team-oriented individual capable of leading and managing large teams including subcontractors
Intermediate understanding of all core engineering disciplines, project execution, delivery in a design and construction.
Experience on life sciences or complex and technical construction projects a plus

Additional Information

All your information will be kept confidential according to EEO guidelines.
The pay range for a candidate selected for this position who is based in San Diego is typically $131,700 to $210,700 annually. The base salary range represents the low and high end of the salary range for this position. The selected candidate’s actual pay will be based on various factors, including but not limited to work location, qualifications, and relevant experience. In addition, CRB offers a total rewards package that includes comprehensive insurance coverage as well as the opportunity to participate in one or more annual incentive programs based on company and individual performance.
CRB is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer and it is our policy to provide equal opportunity to all people without regard to race, color, religion, national origin, ancestry, marital status, veteran status, age, disability, pregnancy, genetic information, citizenship status, sex, sexual orientation, gender identity or any other legally protected category. Employment is contingent on background screening.
CRB does not accept unsolicited resumes from search firms or agencies. Any resume submitted to any employee of CRB without a prior written search agreement will be considered unsolicited and the property of CRB. Please, no phone calls or emails.
CRB offers a complete and competitive benefit package designed to meet individual and family needs.
If you are unable to complete this application due to a disability, contact this employer to ask for an accommodation or an alternative application process."
6,Junior Construction Manager,Distinctive Design Remodeling,"Lexington, KY",Onsite,"$60,000 - $75,000 ",r - Full-time,"Junior Construction Manager
Your duties as junior construction manager will involve every part of the production process for multiple residential construction projects simultaneously. You will work closely with the subcontractors, and other managers, to deliver completed projects on budget, on time, and with a high standard of quality.
Responsibilities:
-manage subcontractors and trades
-oversee the day to day progress of your assigned projects
-plan, schedule, and coordinate construction activities to meet deadlines
-handle quality control
-inspect all work
-negotiate bills with subcontractors
Junior Construction Manager Skills/Requirements:
-high-school diploma/GED
-1-2 years of residential construction experience
-problem-solving
-construction management
-strong verbal communication skills
-ability to meet deadlines
-works well in high-pressure situations
-organizational skills
-ability to work independently
Job Type: Full-time
Pay: $60,000.00 - $75,000.00 per year
Benefits:
401(k)
Health insurance
Paid time off
Schedule:
Day shift
Monday to Friday
Work Location: In person

Health insurance"
7,Project Management Support Construction Specialist [REMOTE],52.26,"Redlands, CA 92374",Remote,Full-time,Full-time,"Job Description
Join the Clean Energy Revolution
Become a Project Management Support Construction Specialist at Southern California Edison (SCE) and build a better tomorrow. In this job, you will have a primary focus on Residential Tract Development and applicant designed commercial projects through the IPSEC process (Initiate, Plan, Schedule, Execute, and Close) supporting a Project Manager. As a Project Management Support Specialist, your work will help power our planet, reduce carbon emissions and create cleaner air for everyone. Are you ready to tackle the challenge to help us build the future?
A day in the life - Get ready to think big, work smart and shine bright!
Work as a team with Project Manager, Design Hub Personnel, District / Region contacts and FAO groups to optimally move project through the IPSEC process.
Process reviewed Developer project submittals prior to submitting to New Development Planning Hubs.
Ensure complete and accurate data entry into Design Manager, SharePoint, and Project Tracker systems.
Schedule work orders with District or Region crews as advised by Project Manager.
Work with Project Manager in reviewing milestone reports and performance reports to keep tract of project status, work expectations to ensure timelines and goals are being met.
Review of inactive work orders with Project Manager and ensuring accurate closing out or canceling of work orders.
Regularly adjusts to changing workloads and priorities and follow up as vital on multiple projects with minimal direction.
Qualifications
The essentials
Three or more years’ experience with working in a project management or project management support role.
The preferred
Bachelor’s Degree.
Three or more years’ experience with working with Microsoft Office.
Two or more years of experience working with residential building projects.
Proven experience with prioritizing multiple projects and assignments concurrently.
Experience with SharePoint and OneDrive.
You should know
The position’s work mode is remote. Employee is able to work primarily at home or remote however, the employee may be expected to come to an SCE facility on occasion. Unless otherwise noted, employees are required to reside in the state of California. Hiring organizations can add further requirements related to specific jobs. Further details of this work mode will be discussed at the interview stage.
Visit our Candidate Resource page to get meaningful information related to benefits, perks, resources, testing information, hiring process, and more!
Relocation does not apply to this position.
Testing
This position requires testing and applicants who are identified to continue through the selection process will be invited to test via email. Reference our Information Guides for the following tests: Edison Individual Contributor Workstyles (Test #8203). Candidates who have previously passed these assessment(s), in some cases, may not need to retest again for this position.

About Southern California Edison
The people at SCE don't just keep the lights on. Our mission is so much bigger. We’re fueling the kind of innovation that’s changing an entire industry, and quite possibly the planet. Join us and create a future with cleaner energy, while providing our customers with the safety and reliability they demand. At SCE, you’ll have a chance to grow personally and professionally, making a real impact in Southern California and around the world.
At SCE, we celebrate our differences. We are a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.
We are committed to ensuring that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodations at (833) 343-0727."
8,Construction Project Manager - New Store Development,In-N-Out,"Baldwin Park, CA",Onsite,"$150,000 - $180,000 ",r - Full-time,"Come join our family at In-N-Out Burger!

We have an excellent opportunity for a full-time Construction Project Manager based in our Baldwin Park, CA real estate construction office, in the New Construction department. The Construction Project Manager (CPM) will direct and oversee multiple concurrent assigned regional construction projects, from real estate development conception and hand off to construction completion, while monitoring compliance with INOB specifications, safety and building regulations. They will work with construction and development teams to build In-N-Out Burger restaurants. This person reports to the Senior Manager of New Construction.

The New Construction department is responsible for the building and development of In-N-Out Burger restaurants. This team works closely with other real estate development and construction teams.

General Responsibilities
Direct and oversee multiple concurrent assigned regional construction projects, as it relates to developing and building In-N-Out Burger restaurants
Work with development team to outline scope, goals, deliverables, required resources, budget and timing
Coordinate general contractors, subcontractors, vendors, and consultants to meet contractual conditions of performance. Prepare RFP’s, level bids, and negotiate costs
Prepare external and internal reports relating to job status, daily progress, estimates, and deliverables
Negotiate agreement terms, manage construction contract drafts, and obtain permits to analyze and mitigate risks. Compile and process monthly progress billings and administering change orders
Develop, build and maintain a strong and professional relationship with internal stakeholders, architects, contractors and municipal inspectors
Tracks from construction drawings development, design coordination, to commissioning and closeout

Work Schedule + Benefits
Full-time, Exempt
Pay Range is $150,000-$180,000
The above represents the expected pay range for this job requisition. Ultimately, in determining your pay, we will consider your experience and other job-related factors
Work Hours: Monday-Friday, 8:00 am-5:00 pm
Office location: Baldwin Park, CA
Travel: Approximately 30-40% of time will be spent in the field traveling and being on project sites in the states where In-N-Out Burger operates: CA, NV, AZ, TX, UT, OR and CO
Excellent Benefits, to include Medical, Dental, Vision, Life Insurance, FSA’s, 401(k)/Profit Sharing Plan, Adoption Assistance, Education Reimbursement, Supplemental Health Plans and Pet Insurance

Qualifications
Bachelor’s Degree in Construction Engineering, Construction Management, Building Science, Architecture, Civil Engineering or Real Estate Development
6-7+ years of experience working as a core and shell project manager; Or, 10 years of experience working as a commercial construction project manager on new multiple site ground up QSR retail projects
12+ years minimum combined total experience in the commercial Construction industry
Proficiency in Microsoft Office Suite, Microsoft Project, and other project-related technology such as Procore, CMiC, Autocad 3D, Autodesk Construction Cloud, and BlueBeam
Certifications: A plus, though not required, would be a valid DBIA, LEED, CCM, PMP
A plus, though not required, Proficiency in BIM/Revit, Primavera 6, Smartsheet, and RS Means
Ability to travel and attend company events - This role may require, at times, company sponsored same day or overnight travel
CA driver’s license in good standing

ABOUT In-N-Out Burger

In-N-Out Burger was founded in 1948 by Harry and Esther Snyder in Baldwin Park, California, and remains privately owned and operated. Under the direction of the Snyder family, the company has opened restaurants throughout California, Nevada, Arizona, Utah, Texas, Oregon and Colorado. In-N-Out Burger’s menu has remained the same since 1948, and we have maintained a simple philosophy – serve only the highest quality product, prepare it in a clean and sparkling environment, and serve it in a warm and friendly manner. We have built a reputation for fresh, made-to-order foods prepared and served by friendly, well trained Associates.

In-N-Out Burger offers a competitive salary and comprehensive benefit package. We are an Equal Opportunity Employer by choice. Should there be a need, In-N-Out Burger will provide a reasonable accommodation to complete the interview process upon request."
9,Traffic Signal Superintendent -Competitive Pay,General Contractor,"Los Angeles, CA",Onsite,"$90,000 - $125,000 ",ct,"A growing construction company in Southern California specialized in street & traffic signal projects, is seeking an experienced responsible traffic signal installer/foreman/Super to join our fast-growing company. Work is mainly on site and will come to office as needed for other project work or take-off if necessary.
The right candidate should have the followings:
- At least 5 years' experience in signal work installation and public work projects
- Should be able to build traffic signal from ground up to turn on
- Should know how to take off materials for electrical signal, underground, concrete work, asphalt, etc.
- Work closely with estimating team for upcoming bids
- Able to lead electrical work for small/medium size traffic signal projects
- Comfortable working on street projects and with team
- Know how to read plans and execute it.
- Experience in traffic control is a plus
- Able to professionally, efficiently, and effectively communicate up and down the chain of command to build, resolve, and complete work.
- Have clean driving record
- Bilingual is a plus
Must be able to pass a drug screen and background check.
Job Type: Full-time employee or contract
Competitive salary
Company truck & gas
Bonuses per performance
Job Types: Full-time, Contract
Pay: $90,000.00 - $125,000.00 per year
Benefits:
Dental insurance
Health insurance
Life insurance
Relocation assistance
Vision insurance
Experience level:
10 years
Schedule:
Monday to Friday
Experience:
Traffic signal: 5 years (Required)
Work Location: On the road

Health insurance"
10,Project Management Opportunities,Clark Construction Group,"Los Angeles, CA",Onsite,Full-time,Full-time,"locations
Los Angeles, CA
Nationwide, USA
time type
Full time
posted on
Posted 5 Days Ago
job requisition id
R5010548
We are currently hiring for multiple Project Management roles across the country including Project Engineers, Project Managers, Senior Project Managers, and Project Executives.
The Project Manager is responsible for the administrative and technical management of a construction project. The Project Manager functions as the point person for the project and steers the project forward. Successful candidates will be able to share their passion for and dedication to getting the job done.
As a Clark Project Manager you will be responsible for all activities related to contract administration, change orders, submittals and procurement. You’re accountable for scheduling and facilitating project meetings, supervising and managing project teams, providing general administrative and technical leadership for the project, maintaining all project records and monitoring correspondence, as well as supervising the close out of a project.
But you will also be a leader. Someone who keeps the team motivated and on pace, and trains and develops direct reports utilizing on-the-job and internal and external training or development opportunities. You will also have to develop and maintain relationships with your counterparts at owner and design firms.
If you are interested in learning more, please apply!
#LI-KS1"
11,Assistant Construction Project Manager,TF Cornerstone,"387 Park Ave S, Manhattan, NY 10016",Onsite,"$115,000 - $125,000 ",r - Full-time,"Responsibilities
Review and comment on architectural, structural, mechanical, electrical, and interior design drawings and specifications
Review technical feasibility and constructability concepts and summarize findings
Coordinate the design process with the Architect and Engineer and manage the document development process to insure that they reflect the project requirements and that they are produced in a timely manner
Work with consultants to resolve construction issues
Attend design meetings as required with consultants and trades
Review construction feasibility for project site logistics, means and methods. Summarize findings and make recommendations.
Develop and review trade specific scopes of work, specifications, and technical information related to the various trade bid packages
Review subcontractor bid proposals for scope of work and specification compliance and prepare bid comparison sheets to confirm that all bids meet the scope requirements
Review budget assumptions with bidders to confirm scope and pricing
Prepare construction cost estimates during various phases of the project
Review and process contractor change order requests
Review on site project progress and quality
Manage MEP coordination meetings
Review, coordinate shop drawings and manage shop drawing and contractor submittal process
Review and approve payment requisitions
Meet with construction lenders reps at the site to review and approve the GC's monthly requisition.
Develop and manage project schedule and logistic plans for specific project phases
Mange DOB requirements for the ongoing project approvals including TCO and CO
Research potential new construction products and present findings
Investigate potential new subcontractors
· Experience and education requirements:
4 to 6 years of high rise residential experience
Engineering or Architectural degree
· Computer software skills:
· Microsoft Project
· Adobe Acrobat
· AutoCAD Light
COVID-19 Vaccine Requirement
Applicants who receive a conditional offer of employment must provide proof of being fully vaccinated with an approved COVID-19 vaccine before their start date and as a condition of hire. Where applicable, individuals who are unable to comply with this requirement because of medical or religious reasons may request a reasonable accommodation.
EEO Statement
TF Cornerstone provides equal employment opportunities (EEO) to all employees and applicants for employment and prohibits discrimination and based on race, color, religion, gender, gender identity, gender expression, national origin, ethnicity, sexual orientation, age, disability, veteran status, or any other characteristic protected by law. Knowing its importance to the success of our work, TF Cornerstone is committed to diversity, equity, and inclusion, and we aspire to build a diverse staff team and community. We strongly encourage people of all backgrounds to apply.
Job Type: Full-time
Pay: $115,000.00 - $125,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Manhattan, NY 10016: Reliably commute or planning to relocate before starting work (Preferred)
Education:
High school or equivalent (Preferred)
Experience:
Residential Construction: 8 years (Preferred)
Work Location: In person

Health insurance"
12,Construction Project Manager,"Weis Builders, Inc.","520 E Corporate Dr, Lewisville, TX 75057",Onsite,"$80,000 - $160,000 ",r - Full-time,"Weis Builders is proud to be built on a foundation of open communication, an excitement of our industry, 80+ years of consistent business growth and continuous family-owned leadership.
We offer associates individualized professional and personal development, challenging experiences, meaningful projects, and a supportive team atmosphere. Weis Builders understands the importance of technology to help motivate and engage your work experience. Let our culture of Building Relationships be a top consideration for your work-life balance and well-being. …it is this culture statement that is core to our success with associates, clients, vendors, and the communities in which we work.
Our Project Managers play a vital role in the project management for single or multiple projects, so that project work is completed on or ahead of schedule, on or under budget and client and associated parties are delighted with the final product.
What you’ll do
· Develop lasting relationships with clients, architects, vendors to understand future planning as well as support Weis Builders continuous growth.
Pre-Construction/Estimating/Project Start Up: schedule and lead hands off meetings, manages design/pre-construction phases of negotiated or GMP projects, generates master schedule of activities for negotiated/GMP projects
Construction Management: Manages job start up and schedule planning through project completion, Identify and implement cost and time saving measures, schedule and lead weekly project team and client meetings, leads and participates in schedule logic reviews, weekly project team meetings, mid-project review, client meetings, and other necessary meetings required to effectively complete the project, Establish and monitor QA/QC processes with superintendent (i.e. checklists, QCL, punch lists), etc.
· Communication: Effectively work with the project team, keep open communication on status of project and advise if any issues arise on the job site to all parties such as owner, architect, project manager, crew, government agencies, inspectors, etc.
· Scheduling and Coordination: Responsible for day-to-day project operations, update and analyze the project schedule on an ongoing basis, prepare two-week look-ahead schedules based on the overall job schedule or an accelerated schedule for use by all parties involved.
Post Construction: Champions and ensure timely closeout including Owner/Architect punch list, schedules and monitor eleven month walk thru with client, conducts post-mortem meeting
· Maintain a good working relationship with all parties involved in the project.
What you’ll bring
· Quickly develops rapport with others and is effective in a collaborative environment
· Construction Management and/or Engineering Degree or related field Experience
· Client focus
· Ability to prioritize
· Strong work ethic
· Professional composure, integrity
Weis Builders believes that diversity leads to strength. Weis Builders is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate on the basis of race, color, ethnicity, national origin, religious affiliation, sex, gender identity, sexual orientation, disability, or any other legally protected status. Here, diversity and inclusion mean accepting that everyone’s perspective can teach you something and we are eager to learn.
Job Type: Full-time
Pay: $80,000.00 - $160,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Professional development assistance
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental pay types:
Bonus pay
Signing bonus
Ability to commute/relocate:
Lewisville, TX: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Have you worked on projects such as Multifamily, Hotels, Hospitality or Apartment buildings?
Work Location: In person

Health insurance"
13,CIPP Install Superintendent,Atlantic Pipe Services,"1420 Martin Luther King Jr Blvd, Sanford, FL 32771",Onsite,"$75,000 - $110,000 ",r - Full-time,"POSITION TITLE: CIPP Install Superintendent
REPORTS TO: CIPP Install Operation Manager & Project Manager
POSITION SUMMARY: This position is responsible for providing on-site “functional” (i.e. cured-in-place pipe method of pipe rehabilitation, CCTV, line cleaning, bypass flow management, traffic control, etc.) supervision of a project.
The laborer position requires good work ethic and the ability to understand and follow directions.
PRINCIPAL DUTIES/RESPONSIBILITIES:
1. Comprehend and administer a safety program that provides for a safe work environment that meets or exceeds Company’s Annual Incident Goal, and foster a culture that expects participation at all levels
Create, train, and promote, in his/her organization, the ability to recognize and understand the appropriate environmental policies, rules, and the potential adverse effects to the environment due to operations, and take steps necessary to comply with policy/rules, and mitigate the effects of operations
Create and/or foster a quality culture that recognizes the effect of quality on all operations, and takes steps necessary to provide a product or service that is a source of pride for our workers, and pleasing to our customers
Supervise functional pipe rehabilitation effort to ensure projects are completed in accordance with design, budget, and schedule.
Plan, coordinate and supervise and manage resources to make sure project objectives are met, maintaining equipment in a clean, safe and mechanically sound condition.
Train and supervise assigned employees to ensure productivity, efficient use of materials & equipment, and contractual performance of the project are met.
Assist project team in scheduling, developing, and implementing project Work Plans and procedures, working documents and standards to ensure project goals are achieved.
Interface with all on-site work teams (including subcontractors) as required, to resolve problems, ensure quality, safety, scheduling and achieving schedules in support of overall project objectives.
Accurately complete required paperwork in a timely manner to ensure compliance with safety, quality, and safety requirements.
JOB SPECIFICATIONS (Knowledge, Skills, Abilities):
Thorough knowledge of all aspects of CIPP (CCTV, cleaning, and bypass flow management); company policies, procedures, and standards. Communication, organizational, supervisory, and planning skills required.
Excellent management skills
Safety Certifications for Confined Space, Competent Person, 10 and/or 30-hour OSHA, as well as those related to traffic control, as required
2+ years in pipeline rehabilitation industry and working knowledge of both water and steam curing.
CDL-B or A with acceptable driving record.
Working Conditions/Physical Requirements: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
1. While performing the duties of this job, the employee is regularly required to talk and hear.
2. The employee frequently is required to stand, walk, sit, and use hands to operate a computer keyboard.
3. The employee is occasionally required to reach with hands and arms.
4. The employee must occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision, and ability to adjust focus.
5. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Subject to outside working conditions.
6. At times will be working around large construction equipment, must be safety conscience.
Additional Requirements/Skills
1. Team Player
2. Comply, understand, and support corporate safety initiatives to ensure a safe work environment
3. Ability and willingness to abide by Company Code of Conduct on a daily basis
Job Type: Full-time
Pay: $75,000.00 - $110,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Experience level:
2 years
Schedule:
10 hour shift
12 hour shift
8 hour shift
Day shift
Monday to Friday
Night shift
Overtime
Weekend availability
Ability to commute/relocate:
Sanford, FL 32771: Reliably commute or planning to relocate before starting work (Required)
License/Certification:
Driver's License (Preferred)
Work Location: One location

Health insurance"
